,ID.x,latitude,longitude,study,site,SiteBlock,replicate,treatment.direction,treatment.level,grouping.x,treat.duration.y,duration_rescale,size.local,size.gamma,N.replicates,delta.P.year,delta.P1_rescale,MAP_chelsa,MAP_rescale,PET_rescale,PET_chelsa,LRR_cum.abs,frequency,notes
27,Chimner_2010c.csv,41,-104,Chimner_2010,HPGRS,HPGRS - A,3,incr.P,3,2005_2_Chimner_2010c;HPGRS;P;incr.P;3;2005;2,2,-0.349380378,1,3,3,59,0.82284913,361,-0.179519561,0.464764795,1067.43561,0.043911028,increase,missing half of study?
28,Collins_2017.csv,34.33333333,-106.71667,Collins_2017,SNWR,SNWR - A,1,incr.P,1,2016_2_Collins_2017;SNWR;P;incr.P;1;2016;2,10,0.151319597,1,5,5,20,0.260859687,291,-0.270050375,0.791405307,1314.838894,-0.274725167,increase,
29,Collins_2017.csv,34.33333333,-106.71667,Collins_2017,SNWR,SNWR - A,2,incr.P,1,2016_2_Collins_2017;SNWR;P;incr.P;1;2016;2,10,0.151319597,1,5,5,20,0.260859687,291,-0.270050375,0.791405307,1314.838894,-0.839779717,increase,
30,Collins_2017.csv,34.33333333,-106.71667,Collins_2017,SNWR,SNWR - A,3,incr.P,1,2016_2_Collins_2017;SNWR;P;incr.P;1;2016;2,10,0.151319597,1,5,5,20,0.260859687,291,-0.270050375,0.791405307,1314.838894,0.302131963,increase,
31,Collins_2017.csv,34.33333333,-106.71667,Collins_2017,SNWR,SNWR - A,4,incr.P,1,2016_2_Collins_2017;SNWR;P;incr.P;1;2016;2,10,0.151319597,1,5,5,20,0.260859687,291,-0.270050375,0.791405307,1314.838894,-0.25420753,increase,
32,Collins_2017.csv,34.33333333,-106.71667,Collins_2017,SNWR,SNWR - A,5,incr.P,1,2016_2_Collins_2017;SNWR;P;incr.P;1;2016;2,10,0.151319597,1,5,5,20,0.260859687,291,-0.270050375,0.791405307,1314.838894,0.519505157,increase,
33,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - A,1,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.071691928,increase,
34,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - A,2,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,-0.574608573,increase,
35,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - A,3,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.438638882,increase,
36,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - B,1,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,-0.794929875,increase,
37,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - B,2,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,-0.13271228,increase,
38,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - C,1,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.589368944,increase,
39,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - C,2,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.336472237,increase,
40,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - C,3,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,-0.095963988,increase,
41,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - D,1,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.433339645,increase,
42,Eskelinen_2015a.csv,38.86666667,-122.4333333,Eskelinen_2015,Harshserp,Harshserp - D,2,incr.P,1,2014_Eskelinen_2015a;Harshserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.183004384,increase,
43,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - A,1,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,-0.295351131,increase,
44,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - A,2,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.268655197,increase,
45,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - A,3,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.302465869,increase,
46,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - A,4,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.600405129,increase,
47,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - A,5,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.321583624,increase,
48,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - B,1,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.297863979,increase,
49,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - C,1,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.93309785,increase,
50,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - C,2,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.452166201,increase,
51,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - C,3,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.118099541,increase,
52,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - D,1,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.821789473,increase,
53,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - D,2,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.086547663,increase,
54,Eskelinen_2015b.csv,38.86666667,-122.4333333,Eskelinen_2015,Lushserp,Lushserp - D,3,incr.P,1,2014_Eskelinen_2015b;Lushserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,1.053448022,increase,
55,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - A,1,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.52587313,increase,
56,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - A,2,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.062357861,increase,
57,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - A,3,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,1.424932154,increase,
58,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - B,1,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.241696959,increase,
59,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - B,2,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.741559344,increase,
60,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - C,1,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.510496622,increase,
61,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - C,2,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,1.291575223,increase,
62,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - C,3,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,1.418075611,increase,
63,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - D,1,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,0.593955385,increase,
64,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - D,2,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,1.171910872,increase,
65,Eskelinen_2015c.csv,38.86666667,-122.4333333,Eskelinen_2015,Nonserp,Nonserp - D,3,incr.P,1,2014_Eskelinen_2015c;Nonserp;P;incr.P;1;2014;2,4,-0.224205384,1,3,3,18,0.232039716,872,0.481355378,0.582965474,1156.962889,-0.664515368,increase,
66,Fry_2014a.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - B,2,decr.P,1,2010_2_Fry_2014a;Silwood.Park;P;decr.P;1;2010;2,2,-0.349380378,1,4,4,7,0.073529873,640,0.181310396,-0.06019975,669.8182058,0.770820219,unchanged,
67,Fry_2014a.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - C,3,decr.P,1,2010_2_Fry_2014a;Silwood.Park;P;decr.P;1;2010;2,2,-0.349380378,1,4,4,7,0.073529873,640,0.181310396,-0.06019975,669.8182058,0,unchanged,
68,Fry_2014a.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - D,4,decr.P,1,2010_2_Fry_2014a;Silwood.Park;P;decr.P;1;2010;2,2,-0.349380378,1,4,4,7,0.073529873,640,0.181310396,-0.06019975,669.8182058,-0.730887509,unchanged,
69,Fry_2014a.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - A,1,decr.P,1,2010_2_Fry_2014a;Silwood.Park;P;decr.P;1;2010;2,2,-0.349380378,1,4,4,7,0.073529873,640,0.181310396,-0.06019975,669.8182058,0.007117468,unchanged,
70,Fry_2014b.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - B,2,decr.P,2,2010_2_Fry_2014b;Silwood.Park;P;decr.P;2;2010;2,2,-0.349380378,1,4,4,-4,-0.08497997,640,0.181310396,-0.06019975,669.8182058,0.143100844,unchanged,
71,Fry_2014b.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - C,3,decr.P,2,2010_2_Fry_2014b;Silwood.Park;P;decr.P;2;2010;2,2,-0.349380378,1,4,4,-4,-0.08497997,640,0.181310396,-0.06019975,669.8182058,0.46608973,unchanged,
72,Fry_2014b.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - D,4,decr.P,2,2010_2_Fry_2014b;Silwood.Park;P;decr.P;2;2010;2,2,-0.349380378,1,4,4,-4,-0.08497997,640,0.181310396,-0.06019975,669.8182058,-0.351397887,unchanged,
73,Fry_2014b.csv,51.406371,-0.648648,Fry_2014,Silwood.Park,Silwood.Park - A,1,decr.P,2,2010_2_Fry_2014b;Silwood.Park;P;decr.P;2;2010;2,2,-0.349380378,1,4,4,-4,-0.08497997,640,0.181310396,-0.06019975,669.8182058,0.971860583,unchanged,
74,Gilgen_2009a.csv,47.21027778,8.14389,Gilgen_2009,Chamau,Chamau - A,1,decr.P,1,2007_2_Gilgen_2009a;Chamau;P;decr.P;1;2007;2,2,-0.349380378,0.2,1,5,33,0.448189501,1522,1.321998648,0.057321949,758.831213,0.046491553,decrease,
75,Gilgen_2009a.csv,47.21027778,8.14389,Gilgen_2009,Chamau,Chamau - A,2,decr.P,1,2007_2_Gilgen_2009a;Chamau;P;decr.P;1;2007;2,2,-0.349380378,0.2,1,5,33,0.448189501,1522,1.321998648,0.057321949,758.831213,0.191928246,decrease,
76,Gilgen_2009a.csv,47.21027778,8.14389,Gilgen_2009,Chamau,Chamau - A,3,decr.P,1,2007_2_Gilgen_2009a;Chamau;P;decr.P;1;2007;2,2,-0.349380378,0.2,1,5,33,0.448189501,1522,1.321998648,0.057321949,758.831213,0.183513288,decrease,
77,Gilgen_2009a.csv,47.21027778,8.14389,Gilgen_2009,Chamau,Chamau - A,4,decr.P,1,2007_2_Gilgen_2009a;Chamau;P;decr.P;1;2007;2,2,-0.349380378,0.2,1,5,33,0.448189501,1522,1.321998648,0.057321949,758.831213,0.14691963,decrease,
78,Gilgen_2009a.csv,47.21027778,8.14389,Gilgen_2009,Chamau,Chamau - A,5,decr.P,1,2007_2_Gilgen_2009a;Chamau;P;decr.P;1;2007;2,2,-0.349380378,0.2,1,5,33,0.448189501,1522,1.321998648,0.057321949,758.831213,0.03347947,decrease,
79,Gilgen_2009b.csv,47.11583333,8.13778,Gilgen_2009,Fruebuel,Fruebuel - A,1,decr.P,1,2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2,2,-0.349380378,0.2,1.2,6,36,0.491419458,1574,1.389250109,0.072994751,770.7020702,-0.387337724,decrease,
80,Gilgen_2009b.csv,47.11583333,8.13778,Gilgen_2009,Fruebuel,Fruebuel - A,2,decr.P,1,2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2,2,-0.349380378,0.2,1.2,6,36,0.491419458,1574,1.389250109,0.072994751,770.7020702,-0.054030046,decrease,
81,Gilgen_2009b.csv,47.11583333,8.13778,Gilgen_2009,Fruebuel,Fruebuel - A,3,decr.P,1,2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2,2,-0.349380378,0.2,1.2,6,36,0.491419458,1574,1.389250109,0.072994751,770.7020702,0.336236384,decrease,
82,Gilgen_2009b.csv,47.11583333,8.13778,Gilgen_2009,Fruebuel,Fruebuel - A,4,decr.P,1,2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2,2,-0.349380378,0.2,1.2,6,36,0.491419458,1574,1.389250109,0.072994751,770.7020702,-0.203806054,decrease,
83,Gilgen_2009b.csv,47.11583333,8.13778,Gilgen_2009,Fruebuel,Fruebuel - A,5,decr.P,1,2007_2_Gilgen_2009b;Fruebuel;P;decr.P;1;2007;2,2,-0.349380378,0.2,1.2,6,36,0.491419458,1574,1.389250109,0.072994751,770.7020702,0.029029615,decrease,
84,Grime_2008a.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - A,1,decr.P,1,2009_Grime_2008a;Buxton;P;decr.P;1;2009;2,16,0.526844579,2.5,12.5,5,-11,-0.18584987,1001,0.648190735,-0.163801484,591.3484254,-0.23596424,decrease,
85,Grime_2008a.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - B,2,decr.P,1,2009_Grime_2008a;Buxton;P;decr.P;1;2009;2,16,0.526844579,2.5,12.5,5,-11,-0.18584987,1001,0.648190735,-0.163801484,591.3484254,0.071176278,decrease,
86,Grime_2008a.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - C,3,decr.P,1,2009_Grime_2008a;Buxton;P;decr.P;1;2009;2,16,0.526844579,2.5,12.5,5,-11,-0.18584987,1001,0.648190735,-0.163801484,591.3484254,-0.461818045,decrease,
87,Grime_2008a.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - D,4,decr.P,1,2009_Grime_2008a;Buxton;P;decr.P;1;2009;2,16,0.526844579,2.5,12.5,5,-11,-0.18584987,1001,0.648190735,-0.163801484,591.3484254,-0.125688215,decrease,
88,Grime_2008a.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - E,5,decr.P,1,2009_Grime_2008a;Buxton;P;decr.P;1;2009;2,16,0.526844579,2.5,12.5,5,-11,-0.18584987,1001,0.648190735,-0.163801484,591.3484254,-0.883665505,decrease,
89,Grime_2008b.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - A,1,incr.P,2,2009_Grime_2008b;Buxton;P;incr.P;2;2009;2,16,0.526844579,2.5,12.5,5,7,0.073529873,1001,0.648190735,-0.163801484,591.3484254,-0.107485915,increase,
90,Grime_2008b.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - B,2,incr.P,2,2009_Grime_2008b;Buxton;P;incr.P;2;2009;2,16,0.526844579,2.5,12.5,5,7,0.073529873,1001,0.648190735,-0.163801484,591.3484254,0.05579136,increase,
91,Grime_2008b.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - C,3,incr.P,2,2009_Grime_2008b;Buxton;P;incr.P;2;2009;2,16,0.526844579,2.5,12.5,5,7,0.073529873,1001,0.648190735,-0.163801484,591.3484254,0.085297581,increase,
92,Grime_2008b.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - D,4,incr.P,2,2009_Grime_2008b;Buxton;P;incr.P;2;2009;2,16,0.526844579,2.5,12.5,5,7,0.073529873,1001,0.648190735,-0.163801484,591.3484254,0.249563114,increase,
93,Grime_2008b.csv,53.23333333,-1.9,Grime_2008,Buxton,Buxton - E,5,incr.P,2,2009_Grime_2008b;Buxton;P;incr.P;2;2009;2,16,0.526844579,2.5,12.5,5,7,0.073529873,1001,0.648190735,-0.163801484,591.3484254,-0.160120847,increase,
94,Hallett_2017a.csv,39.25,-121.28333,Hallett_2017,SFREC,SFREC - B,1,decr.P,1,2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2,2,-0.349380378,0.25,2,8,-45,-0.675789384,1034,0.690869547,0.834311208,1347.33658,-0.410742165,decrease,
95,Hallett_2017a.csv,39.25,-121.28333,Hallett_2017,SFREC,SFREC - B,2,decr.P,1,2015_3.1_Hallet_2017a;SFREC;P;decr.P;1;2015;2,2,-0.349380378,0.25,2,8,-45,-0.675789384,1034,0.690869547,0.834311208,1347.33658,-0.319770387,decrease,
