study_id,first_author,publ_year,journal,url,location,lat,lon,mean_annual_precip,study_length_years,diversity_meas,num_replicates,unique_comp_id,year,timing_trt_pct,timing_trt_days,diversity,uncertainty,uncertainty_meas,notes,more notes
6,xiangfei,2016,Journal of Arid Land,https://link.springer.com/article/10.1007/s40333-016-0044-8,"42°55′N, 120°42′E",42.916667,120.7,342.00,0.27,Richness,28,xiangfei_5,0.27,0,11,7.45,0.46,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/4,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_1,0.08,-0.63,2,1,0,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/5,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_1,0.08,-0.25,4,6,0.33,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/6,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_1,0.08,0.5,8,7,0.33,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/7,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_1,0.08,0,5,4,0.33,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/4,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_2,0.08,-0.63,2,1,0,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/5,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_2,0.08,-0.25,4,8,0.33,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/6,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_2,0.08,0.5,8,7,0.33,sd,,
7,Ma,2015,Environmental Earth Sciences,https://link.springer.com/article/10.1007/s12665-015-4077-4/tables/7,"42°55′N, 120°42′E",42.916667,120.7,342.00,1.08,Richness,36,ma_2,0.08,0,5,5,0.33,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-3,"lat. 51.406371, long. −0.648649",51.406371,-0.65,833.00,1.5,Richness,8,fry_2,0.33,0,5,8.99,0.41,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-4,"lat. 51.406371, long. −0.648650",51.406371,-0.65,833.00,1.5,Richness,8,fry_3,0.92,0,5,9.75,1.18,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-5,"lat. 51.406371, long. −0.648651",51.406371,-0.65,833.00,1.5,Richness,8,fry_4,1.08,0,5,6.25,0.25,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-6,"lat. 51.406371, long. −0.648652",51.406371,-0.65,833.00,1.5,Richness,8,fry_5,1.25,0,5,7.25,1.02,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-3,"lat. 51.406371, long. −0.648649",51.406371,-0.65,833.00,1.5,Richness,8,fry_2,0.33,4.61,29,7.75,0.84,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-4,"lat. 51.406371, long. −0.648650",51.406371,-0.65,833.00,1.5,Richness,8,fry_3,0.92,4.61,29,9.49,1.19,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-5,"lat. 51.406371, long. −0.648651",51.406371,-0.65,833.00,1.5,Richness,8,fry_4,1.08,4.61,29,6.51,0.48,sd,,
8,fry,2014,Plant and soil,https://link.springer.com/article/10.1007/s11104-014-2137-6,"lat. 51.406371, long. −0.648652",51.406371,-0.65,833.00,1.5,Richness,8,fry_5,1.25,4.61,29,3.25,1.9,sd,,
10,He,2022,Ecological Indicators,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011748#f0015,"37°42′31″N, 107°13′37″E,",37.708611,107.226944,311.00,1.5,Richness,18,he_1,1.5,0,5,3,0,sd,,
10,He,2022,Ecological Indicators,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011748#f0016,"37°42′31″N, 107°13′37″E,",37.708611,107.226944,311.00,1.5,Richness,18,he_1,1.5,3,15,4,0,sd,,
10,He,2022,Ecological Indicators,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011748#f0017,"37°42′31″N, 107°13′37″E,",37.708611,107.226944,311.00,1.5,Richness,18,he_2,1.5,0,5,5,1,sd,also removed water,
10,He,2022,Ecological Indicators,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011748#f0018,"37°42′31″N, 107°13′37″E,",37.708611,107.226944,311.00,1.5,Richness,18,he_2,1.5,3,15,3.67,0.577,sd,also removed water,
10,He,2022,Ecological Indicators,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011748#f0019,"37°42′31″N, 107°13′37″E,",37.708611,107.226944,311.00,1.5,Richness,18,he_3,1.5,0,5,4.66,0.577,sd,also added water,
10,He,2022,Ecological Indicators,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011748#f0020,"37°42′31″N, 107°13′37″E,",37.708611,107.226944,311.00,1.5,Richness,18,he_3,1.5,3,15,3.67,0.577,sd,also added water,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
